Title,Year,Size,Materials and Medium,Series ,Link to Image
Emma,1983,319 x 190 mm | 12.6 x 7.5 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1017_771_0.jpg
Ashtray,1997 - 1998,151 x 100 mm | 5.9 x 3.9 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1035_771_0.jpg
Study after Delacroix (the Orphan Girl in the Cemetery),1981,340 x 280 mm | 13.4 x 11 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1043_771_0.jpg
Isolated Elements Swimming in the Same Direction for the Purpose of Understanding (Left),1991,588 x 826 mm | 23.2 x 32.5 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1069_771_0.jpg
Preparatory Studies for Various Works from Natural History Series,1990,210 x 150 mm | 8.3 x 5.9 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1071_771_0.jpg
The Prodigal Son,2003,297 x 210 mm | 11.7 x 8.3 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1116_771_0.jpg
The Committed Lovers,1991,152 x 100 mm | 6 x 3.9 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1120TheConnectedL_771_0.jpg
Study for Isolated Elements Swimming in the Same Direction for the Purpose of Understanding,1989,106 x 73 mm | 4.2 x 2.9 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1134_771_0.jpg
In and Out of Love (White Paintings and Butterflies),1991,150 x 228 mm | 5.9 x 9 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1142InAndOutOfLy_771_0.jpg
The Physical Impossibility of Death in the Mind of Someone Living 92 - 94,1994,590 x 1429 mm | 23.2 x 56.3 in,Pencil and charcoal on paper with adhesive tape,Drawings,http://damienhirst.com/images/hirstimage/DHS1312_771_0.jpg
Away from the Flock,1994,500 x 730 mm | 19.7 x 28.7 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/dhs1315t_771_0.jpg
Mother and Child Divided,1993,815 x 935 mm | 32.1 x 36.8 in ,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1394_771_0.jpg
Loving in a World of Desire,1994 - 1995,209 x 275 mm | 8.2 x 10.8 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1407_771_0.jpg
The Last Supper with Skeletons,2003,299 x 399 mm | 11.8 x 15.7 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1428v1_771_0.jpg
Controlled Collage,1993,210 x 387 mm | 8.3 x 15.2 in,Ink on paper with adhesive tape,Drawings,http://damienhirst.com/images/hirstimage/DHS1432_771_0.jpg
Controlled Substance Key Painting,1994,1219 x 1219 mm | 48 x 48 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS1521c_771_0.jpg
Sensation,2003,1981 x 3160 x 1643 mm | 78.7 x 124.4 x 64.7 in | Edition 2 of 3 + 1 AP ,Painted bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS1527_771_0.jpg
"Heaven Above, Hell Below",2003,1829 x 2743 mm | 72 x 108 in,"Flies, pills and resin on canvas",Other Works,http://damienhirst.com/images/hirstimage/DHS1585_771_0.jpg
"An Unreasonable Fear of Amputation, Death and Dying",1999,750 x 1099 mm | 29.5 x 43.3 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1665_771_0.jpg
"Beautiful, kiss my fucking ass painting",1996,Diameter: 2134 mm | 84 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS1818_771_0.jpg
"Beautiful, cheap, shitty, too easy, anyone can do one, big, motor-driven, roto-heaven, corrupt, trashy, bad art, shite, motivating, captivating, over the sofa, celebrating painting",1996,Diameter: 3658 mm | 144 in,Household gloss on canvas and electric motor,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS1821spin1_771_0.jpg
Beautiful ray of sunshine on a rainy day painting,1992,2134 x 2743 mm | 84 x 108 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS24161_771_0.jpg
Beautiful where did all the colour go painting,1992,1905 x 1524 mm | 75 x 60 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/_DHS2417_771_0.jpg
The Void,2000,2360 x 4710 x 110 mm | 92.9 x 185.4 x 4.3 in,"Glass, stainless steel, steel, aluminium, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS2466_771_0.jpg
Adam and Eve (Banished from the Garden),1999,2210 x 4267 x 1219 mm | 87 x 168 x 48 in,"Glass, painted steel, silicone rubber, autopsy tables, drainage buckets, mannequins, chicken skins, autopsy equipment, cotton sheets, surgical instruments, needle and thread, latex gloves and sandwich",Vitrines,http://damienhirst.com/images/hirstimage/DHS2470_771_0.jpg
Stripteaser,1996,1956 x 3759 x 508 mm | 77 x 148 x 20 in,"Glass, stainless steel, steel, nickel, brass, rubber, human skeletons, medical and surgical equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS2476_771_0.jpg
The Tears of Jesus,2003 - 2005,1930 x 1524 mm | 76 x 60 in ,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS2513detail_771_0.jpg
substitute,2004,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Grey tinted glass, faced particleboard, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS3177_771_0.jpg
Wretched War,2004,1580 x 700 x 860 mm | 62.2 x 27.6 x 33.9 in | Edition 4 of 10,Bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS3234bWretchedWa_771_0.jpg
Minerals,2002 - 2003,1829 x 2261 mm | 72 x 89 in,Oil and acrylic on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS3282framedv3_c_771_0.jpg
"Homo Floresiensis, a New and Diminutive Species of Human Being Has Been Discovered",2004 - 2005,2743 x 3505 mm | 108 x 138 in ,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS3345_771_0.jpg
I Wanna Be Me,1990 - 1991,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, beech, wooden dowels, plastic, aluminium, resin, chemicals, pharmaceuticals and packaging, circa 1960-1975",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS3615IWannaBeMe_771_0.jpg
Black Sheep,2007,1091 x 1623 x 641 mm | 43 x 63.9 x 25.2 in | Edition 1 of 3 + 1 AP + 1 HC,"Glass, painted stainless steel, silicone, acrylic, plastic cable ties, powder coated stainless steel, sheep and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/35988_DHS6615_cr_771_0.jpg
Cupric Nitrate,2007,2057 x 2108 mm | 81 x 83 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/CupricNitrate_1_771_0.jpg
"Lullaby, the Seasons",2002,"Four parts, each: 1833 x 2753 x 102 mm | 72.2 x 108.4 x 4 in","Glass, stainless steel, steel, aluminium, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/lullabytheseasons_771_0.jpg
Ergocalciferol,2007,991 x 1295 mm | 39 x 51 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/Ergocalciferol_1_1440_0.jpg
Anatomy of an Angel,2008,1870 x 980 x 785 mm | 73.6 x 38.6 x 30.9 in | Edition of 3 ,Carrara marble,Marble,http://damienhirst.com/images/hirstimage/DamienHirstAnatomyof_771_0.jpg
Adam and Eve Together at Last,2000 - 2004,2210 x 4267 x 1219 mm | 87 x 168 x 48 in,"Glass, painted steel, silicone rubber, autopsy tables, drainage buckets, mannequins, skeleton hand, chicken skins, autopsy equipment, cotton sheets, surgical instruments and latex gloves",Vitrines,http://damienhirst.com/images/hirstimage/AdamandEve_1_1440_0.jpg
When Logics Die (fig. 151),1991 - 1999,Dimensions variable  ,"Formica, MDF, steel, photograph mounted on aluminium, surgical instruments, hospital paraphernalia, steel ruler, laminated text and leather binder",When Logics Die,http://damienhirst.com/images/hirstimage/DHS195702_771_0.jpg
Love Lost,1999,2743 x 2134 x 2134 mm | 108 x 84 x 84 in,"Glass, painted steel, silicone, water, aquarium system, live fresh water fish, gravel, gynaecologist’s chair, stainless steel table, computer keyboard and monitor, stool, mug, watch, spectacles and pewter rings",Vitrines,http://damienhirst.com/images/hirstimage/LoveLost1_1_771_0.jpg
"I Want to Spend the Rest of My Life Everywhere, with Everyone, One to One, Always, Forever, Now",1991,Dimensions variable  ,"Glass, compressor, rubber tubing, spray-gun and ping-pong ball",Internal Affairs,http://damienhirst.com/images/hirstimage/DHS2433catalgoue_771_771_0.jpg
The History of Pain,1999,960 x 2510 x 2510 mm | 37.8 x 98.8 x 98.8 in,"Painted MDF, steel, steel knife blades, air blower and beach ball",Mental Escapology,http://damienhirst.com/images/hirstimage/DHS2472TheHistoryofP_771_0.jpg
Lost Love,2000,3658 x 2134 x 2134 mm 144 x 84 x 84 in,"Glass, painted steel, silicon, water, aquarium system, live tropical fish, gravel, gynecologist’s chair, glass-topped trolley, medical and surgical equipment, coat stand, lab coat, handbag, shoes, gold watch, pearl necklace and gold rings",Vitrines,http://damienhirst.com/images/hirstimage/DHS2474_771_0.jpg
Standing Alone on the Precipice and Overlooking the Arctic Wastelands of Pure Terror,1999 - 2000,2360 x 8710 x 110 mm | 92.9 x 342.9 x 4.3 in,"Glass, stainless steel, steel, aluminium, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS3951_771_0.jpg
N-Chloroacetyl-l-phenylalanine (PFS) Crystalline,1997,914 x 1143 mm | 36 x 45 in | (3 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS382_771_0.jpg
Adam and Eve Exposed,2004,2211 x 4270 x 1210 mm | 87.1 x 168.1 x 47.6 in,"Glass, painted steel, silicone rubber, autopsy tables, drainage buckets, mannequins, watch, wedding rings, glasses, autopsy equipment, cotton sheets, surgical instruments and latex gloves",Vitrines,http://damienhirst.com/images/hirstimage/DHS402_c_771_0.jpg
Crematorium,1996,584 x 2438 x 2438 mm | 23 x 96 x 96 in,"Painted fibreglass, cigarettes, cigarette packaging, tobacco packaging, cigarette papers, matches, tissues, sweet wrappings, swizzle sticks, drug paraphernalia and ash",Ashtrays,http://damienhirst.com/images/hirstimage/DHS469rt1_771_0.jpg
Caproaldehyde,2003,381 x 533 mm | 15 x 21 in | (3 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS997rt1_771_0.jpg
"I Am Become Death, Shatterer of Worlds",2006,2134 x 5334 mm | 84 x 210 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS1311_c_771_0.jpg
Boxes,1988,1730 x 2620 mm | 68.1 x 103.2 in | Dimensions variable,Household gloss on cardboard boxes,Other Works,http://damienhirst.com/images/hirstimage/DHS1348view1_771_0.jpg
8 Pans,1987,711 x 2362 mm | 28 x 93 in,Household gloss on cooking pans,Other Works,http://damienhirst.com/images/hirstimage/DHS1533rt_771_0.jpg
11 Sausages,1993,626 x 475 x 74 mm | 24.7 x 18.7 x 2.9 in,"Acrylic, silicone, monofilament, stainless steel, sausages and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS1605_c_771_0.jpg
Holidays,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS1812Holidays_771_0.jpg
"Beautiful, cataclysmic pink minty shifting horizon exploding star with ghostly presence, wide, broad, painting",2004,Diameter: 3658 mm | 144 in,Household gloss on canvas and electric motor,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS1831ExplodingStar_771_0.jpg
Submission,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, beech, wooden dowels, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS1836_Submission_c_771_0.jpg
New York,1989,1312 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, beech, pine, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS1838NewYork_771_0.jpg
Seventeen,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS1839Seventeen_c_771_0.jpg
Loving in a World of Desire,1996,745 x 2495 x 2495 mm | 29.3 x 98.2 x 98.2 in,"Painted MDF, steel, air blower and beach ball",Mental Escapology,http://damienhirst.com/images/hirstimage/DHS1841rt_s_771_0.jpg
Sulfisoxazole,2007,1295 x 1448 mm | 51 x 57 in | (3 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS2202c_771_0.jpg
Bodies,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS2228Straight_771_0.jpg
"Trinity - Pharmacology, Physiology, Pathology",2000,"Three parts: 2135  x 1530 x 472 mm | 84 x 60.3 x 18.6 in (Left), 2745 x 1835 x 472 mm | 108.1 x 72.2 x 18.6 in (Centre), 2135 x 1530 x 472 mm | 84 x 60.25 x 19 in (Right)","Glass, faced particleboard, wood, steel and anatomical models",Trinity Cabinets,http://damienhirst.com/images/hirstimage/DHS2480Floorshot3_771_0.jpg
What Goes Up Must Come Down,1994,Diameter: 300 x 300 mm | 11.8 x 11.8 in | Edition of 30 + 15 APs for Parkett 40,"Plexiglass, hairdryer and ping-pong ball",Mental Escapology,http://damienhirst.com/images/hirstimage/DHS3089view2rt3_771_0.jpg
Hymn,1999 - 2005,5953 x 3340 x 2057 mm | 234.4 x 131.5 x 81 in | HC for an edition of 3 + 1 AP,Painted bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS3335network_771_0.jpg
Anarchy,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium, Fergusson mouth gag and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS3618A_771_0.jpg
Acetic Anhydride,1991,1689 x 2000 mm | 66.5 x 78.8 in | (3.5 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS3828NEEDSR_T_c_771_0.jpg
Kitchen Cupboard,1987,900 x 600 x 300 mm | 35.4 x 23.6 x 11.8 in,"Formica, MDF",Other Works,http://damienhirst.com/images/hirstimage/DHS3890widenetwork_771_0.jpg
Ventolin,2005,660 x 762 mm | 26 x 30 in | (2 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS4104spotpainting_771_0.jpg
Row,1988,2115 x 3315 mm | 83.3 x 130.5 in | (4.5 inch spot),Household gloss on wall,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS4511Rowsw_771_0.jpg
Anthraquinone-1-Diazonium Chloride,1994,2057 x 2515 mm | 81 x 99 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS4637tate_cr_771_0.jpg
Away from the Flock,1994,960 x 1490 x 510 mm | 37.8 x 58.7 x 20.1 in | Edition 3 of 3 + 1 AP,"Glass, painted steel, silicone, acrylic, plastic, lamb and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS4672side_771_0.jpg
Isolated Elements Swimming in the Same Direction for the Purpose of Understanding (Left),1991,1829 x 2743 x 305 mm | 72 x 108 x 12 in,"Glass, painted MDF, ramin, steel, acrylic, fish and formaldehyde solution",Internal Affairs,http://damienhirst.com/images/hirstimage/DHS65_771_0.jpg
Iodomethane- 13c,1999 - 2001,3023 x 12167 mm | 119 x 479 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/Iodomethane_1_1440_0.jpg
Adam and Eve Towards the End,2004,2130 x 3360 x 1830 mm | 83.9 x 132.3 x 72.1 in,"Glass, painted steel, silicone rubber, soil, children’s toys, jigsaw puzzle pieces, half a bureau and chair, tweed jacket, cardigan, prosthetic limb, pornographic magazines, cigarettes and other gentlemen’s paraphernalia, half a dressing table and stool, dressing gown, underwear, ornaments, medicines, magazines, lipstick, tampons and other ladies' paraphernalia",Vitrines,http://damienhirst.com/images/hirstimage/DHS295_c_771_0.jpg
The Physical Impossibility of Death in the Mind of Someone Living,1991,2170 x 5420 x 1800 mm | 85.5 x 213.4 x 70.9 in,"Glass, painted steel, silicone, monofilament, shark and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS76_771_0.jpg
Pharmacy,1992,Dimensions variable,"Glass, faced particleboard, painted MDF, beech, ramin, wooden dowels, aluminium, pharmaceutical packaging, desks, office chairs, foot stools, apothecary bottles, coloured water, Insect-O-Cutor, medical text books, stationery, bowls, honey and honeycomb",Installations,http://damienhirst.com/images/hirstimage/DHS335Tate1writingre_771_0.jpg
god,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS626_771_0.jpg
No Feelings,1989,1372 x 1016 x 289 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS1813No_Feelings_2_3_771_0.jpg
A Thousand Years,1990,2075 x 4000 x 2150 mm | 81.7 x 157.5 x 84.7 in,"Glass, steel, silicone rubber, painted MDF, Insect-O-Cutor, cow’s head, blood, flies, maggots, metal dishes, cotton wool, sugar and water",Vitrines,http://damienhirst.com/images/hirstimage/DHS1814_771_0.jpg
Isolated Elements Swimming in the Same Direction for the Purpose of Understanding (Right),1991,1829 x 2743 x 305 mm | 72 x 108 x 12 in,"Glass, painted MDF, ramin, steel, acrylic, fish and formaldehyde solution",Internal Affairs,http://damienhirst.com/images/hirstimage/IsolatedRight_300_1_1440_0.jpg
Pretty Vacant,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/PrettyVacant_2_771_0.jpg
Stimulants (and the Way They Affect the Mind and Body),1991,"Two parts, each: 457 x 686 x 457 mm | 18 x 27 x 18 in","Glass, silicone, acrylic, polystyrene, sheep's heads and formaldehyde solution",Internal Affairs,http://damienhirst.com/images/hirstimage/DHS1840Stimulants1_c_771_0.jpg
In and Out of Love (White Paintings and Live Butterflies),1991,Dimensions variable,"Primer on canvas with pupae, steel, potted flowers, live butterflies, Formica, MDF, bowls, sugar-water solution, fruit, radiators, heaters, cool misters, air vents, lights, thermometers and humidistats",Installations,http://damienhirst.com/images/hirstimage/DHS3637InandOutofLov_771_0.jpg
With Dead Head,1991,572 x 762 mm | 22.5 x 30 in | Edition of 15,Photographic print on aluminium,Other Works,http://damienhirst.com/images/hirstimage/DHS3651usethisimage_771_0.jpg
Still,1994,1956 x 2515 x 508 mm | 77 x 99 x 20 in ,"Glass, stainless steel, steel, nickel, brass, rubber, medical, surgical and laboratory equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/StillstraightFW_1_1440_0.jpg
In and Out of Love (Butterfly Paintings and Ashtrays),1991,Dimensions variable,"Butterflies and household gloss on canvas, painted MDF, steel, Formica, MDF, ashtrays, cigarette packets and cigarettes",Installations,http://damienhirst.com/images/hirstimage/DHS4500A_771_0.jpg
Aprotinin,1994,330 x 254 mm | 13 x 10 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/Aprotinin_2_1_771_0.jpg
Arg-Glu,1994,584 x 533 mm | 23 x 21 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/ArgGlu_1_1440_0.jpg
The Abyss,2008,2361 x 4702 x 100 mm | 93 x 185.1 x 3.9 in,"Glass, stainless steel, steel, nickel, aluminium, cigarettes, cigars, lipstick and ash",Cigarette Cabinets,http://damienhirst.com/images/hirstimage/TheAbyss1_1_1440_0.jpg
